Time_s,Average_Depth_m,Average_Flow_m3s,Depth_Error_pct,Flow_Error_pct
57.5,0.7991365622257582,0.8536219000641955,-0.9109443701603234,-89.32972624919756
58.0,0.7985367482578474,0.8525021384925306,-0.9853183913768427,-89.34372326884336
58.5,0.7979476107658654,0.8514008504054186,-1.0583685813894657,-89.35748936993227
59.0,0.797368958093267,0.8503177915779738,-1.1301187046797299,-89.37102760527533
59.5,0.7968006022522606,0.8492527286239605,-1.2005920708215265,-89.3843408922005
60.0,0.796242358851497,0.8482054358325921,-1.2698115434473187,-89.3974320520926
60.5,0.7956940470189244,0.8471756922410564,-1.337799549813783,-89.41030384698679
61.0,0.7951554893210568,0.8461632790491034,-1.4045780908121417,-89.4229590118862
61.5,0.7946265116799953,0.8451679774493108,-1.470168751257082,-89.43540028188362
62.0,0.7941069432895487,0.8441895669148949,-1.5345927102874157,-89.44763041356381
62.5,0.7935966165317195,0.843227823957727,-1.5978707517213924,-89.45965220052841
63.0,0.793095366894702,0.8422825213436278,-1.6600232742246004,-89.47146848320465
63.5,0.7926030328933625,0.8413534277307049,-1.7210703011699156,-89.48308215336618
64.0,0.7921194559929936,0.8404403076799364,-1.781031490091748,-89.49449615400079
64.5,0.7916444805369026,0.8395429219756673,-1.8399261416645945,-89.50571347530416
65.0,0.7911779536781883,0.8386610281871885,-1.897773208162467,-89.51673714766014
65.5,0.7907197253158308,0.8377943814009747,-1.9545913013834217,-89.52757023248782
66.0,0.7902696480350243,0.8369427350559684,-2.0103987000479835,-89.5382158118004
66.5,0.7898275770515141,0.8361058418208042,-2.0652133567011335,-89.54867697723995
67.0,0.789393370159576,0.8352834544611322,-2.119052904162556,-89.55895681923585
67.5,0.7889668876832124,0.8344753266561434,-2.1719346615781334,-89.56905841679821
68.0,0.7885479924301323,0.8336812137349472,-2.2238756401261877,-89.57898482831315
68.5,0.7881365496481298,0.8329008733146551,-2.274892548426297,-89.58873908356682
69.0,0.7877324269835959,0.8321340658320645,-2.3250017976837096,-89.5983241770992
69.5,0.7873354944420448,0.8313805549692315,-2.374219506583812,-89.60774306288461
70.0,0.7869456243507407,0.8306401079796781,-2.4225615059262573,-89.61699865025402
70.5,0.7865626913237243,0.8299124959264799,-2.4700433429615316,-89.62609380091901
71.0,0.7861865722297654,0.829197493846175,-2.5166802853646306,-89.63503132692281
71.5,0.785817146163968,0.8284948808535799,-2.5624873247559377,-89.64381398933025
72.0,0.7854542944238987,0.8278044402024958,-2.6074791796611536,-89.6524444974688
72.5,0.7850979004911619,0.8271259593162397,-2.651670297795874,-89.66092550854701
73.0,0.7847478500192488,0.8264592298001653,-2.695074857572286,-89.66925962749794
73.5,0.7844040308282233,0.8258040474460595,-2.73770676875809,-89.67744940692425
74.0,0.7840663329063179,0.8251602122356226,-2.7795796722785693,-89.68549734705472
74.5,0.783734648417831,0.8245275283473116,-2.820706939237411,-89.6934058956586
75.0,0.7834088717158347,0.8239058041677547,-2.8611016693409956,-89.70117744790306
75.5,0.7830888993572275,0.8232948523058958,-2.9007766890319213,-89.7088143461763
76.0,0.7827746301166899,0.8226944896052301,-2.9397445497585553,-89.71631887993462
76.5,0.7824659649952769,0.8221045371471843,-2.9780175269096705,-89.7236932856602
77.0,0.7821628072188617,0.8215248202371639,-3.015607620007349,-89.73093974703545
77.5,0.7818650622215779,0.8209551683642566,-3.0525265547601066,-89.7380603954468
78.0,0.7815726376098772,0.8203954151262239,-3.0887857875195817,-89.7450573109222
78.5,0.7812854431038633,0.8198453981132326,-3.1243965125547795,-89.75193252358459
79.0,0.7810033904541327,0.8193049587466469,-3.1593696723634803,-89.7586880156669
79.5,0.7807263933342867,0.8187739420728426,-3.193715971000193,-89.76532572408946
80.0,0.7804543672113935,0.8182521965159637,-3.2274458901382475,-89.77184754355045
80.5,0.7801872291987251,0.8177395735973697,-3.2605697073296676,-89.77825533003288
81.0,0.7799248978968117,0.8172359276327282,-3.2930975157136806,-89.7845509045909
81.5,0.7796672932300635,0.8167411154199085,-3.3250392442748575,-89.79073605725114
82.0,0.7794143362867468,0.8162549959317815,-3.356404677685191,-89.79681255085274
82.5,0.7791659491699502,0.8157774300276756,-3.3872034747837088,-89.80278212465406
83.0,0.7789220548663297,0.8153082801956709,-3.41744518485131,-89.80864649755411
83.5,0.7786825771380683,0.8148474103353934,-3.4471392610073406,-89.81440737080759
84.0,0.7784474404417234,0.8143946855878554,-3.4762950702720827,-89.82006643015181
84.5,0.7782165698757318,0.8139499722155173,-3.504921900075885,-89.82562534730604
85.0,0.7779898911564357,0.8135131375325194,-3.5330289612318384,-89.83108578084351
85.5,0.7777673306207937,0.8130840498821663,-3.5606253875995795,-89.83644937647293
86.0,0.7775488152525416,0.8126625786564933,-3.5877202328415536,-89.84171776679383
86.5,0.7773342727275467,0.812248594351115,-3.614322464799221,-89.84689257061106
87.0,0.7771236314735034,0.8118419686476258,-3.640440958091165,-89.85197539190469
87.5,0.7769168207388882,0.8114425745154744,-3.666084485562931,-89.85696781855657
88.0,0.7767137706662256,0.8110502863253829,-3.6912617092024953,-89.86187142093272
88.5,0.7765144123651248,0.8106649799669501,-3.715981171083995,-89.86668775041312
89.0,0.7763186779811551,0.8102865329638922,-3.740251284827541,-89.87141833795135
89.5,0.7761265007573901,0.8099148245814066,-3.7640803279680486,-89.87606469273241
90.0,0.7759378150862616,0.8095497359212651,-3.787476435525601,-89.88062830098418
90.5,0.7757525565502015,0.8091911500014206,-3.810447594966028,-89.88511062498225
91.0,0.7755706619503334,0.80883895181807,-3.833001642643304,-89.88951310227412
91.5,0.7753920693231975,0.8084930283892263,-3.855146261725758,-89.89383714513467
92.0,0.775216717946081,0.8081532687798632,-3.87688898153508,-89.89808414025171
92.5,0.7750445483320205,0.8078195641095597,-3.898237178166074,-89.90225544863051
93.0,0.7748755022158648,0.8074918075442966,-3.9191980762147276,-89.90635240569628
93.5,0.7747095225330104,0.8071698942745557,-3.9397787514149365,-89.91037632156805
94.0,0.7745465533924859,0.8068537214822145,-3.959986133975937,-89.91432848147231
94.5,0.7743865400460355,0.8065431882988452,-3.979827012415766,-89.91821014626443
95.0,0.7742294288547303,0.8062381957579946,-3.9993080377012866,-89.92202255302507
95.5,0.774075167254446,0.8059386467438241,-4.018435727528851,-89.9257669157022
96.0,0.7739237037213147,0.8056444459381997,-4.0372164706080325,-89.92944442577252
96.5,0.7737749877380259,0.8053554997679496,-4.055656530840176,-89.93305625290063
97.0,0.7736289697615875,0.8050717163536149,-4.0737620513158825,-89.93660354557981
97.5,0.7734856011929606,0.8047930054606334,-4.0915390580801185,-89.94008743174209
98.0,0.7733448343487681,0.8045192784535323,-4.108993463640264,-89.94350901933085
98.5,0.7732066224351349,0.804250448253406,-4.126131070209733,-89.94686939683243
99.0,0.7730709195235949,0.8039864292987086,-4.14295757269546,-89.95016963376614
99.5,0.7729376805289174,0.8037271375092125,-4.159478561447225,-89.95341078113485
100.0,0.772806861188659,0.8034724902528574,-4.175699524793236,-89.95659387183929
