Method,Position (m),Water_Depth (m),Discharge (m^3/s)
HLL,445.0,0.8064831267097061,8.000000305044027
HLL,450.0,0.8064831270523771,8.000000309041495
HLL,455.0,0.8064831273964157,8.000000313050766
HLL,460.0,0.8064831277418284,8.000000317071734
HLL,465.0,0.8064831280886221,8.000000321104297
HLL,470.0,0.806483128436803,8.000000325148362
HLL,475.0,0.8064831287863784,8.00000032920383
HLL,480.0,0.8064831291373555,8.000000333270615
HLL,485.0,0.8064831294897415,8.000000337348629
HLL,490.0,0.8064831298435444,8.000000341437792
HLL,495.0,0.8064831301987713,8.000000345538023
HLL,500.0,0.8064831305554309,8.000000349649254
HLL,505.0,0.8064831309135311,8.000000353771414
HLL,510.0,0.8064831312730805,8.000000357904442
HLL,515.0,0.806483131634088,8.00000036204828
HLL,520.0,0.8064831319965627,8.000000366202876
HLL,525.0,0.8064831323605134,8.000000370368179
HLL,530.0,0.8064831327259498,8.000000374544152
HLL,535.0,0.8064831330928816,8.000000378730753
HLL,540.0,0.8064831334613186,8.000000382927947
HLL,545.0,0.8064831338312708,8.000000387135708
HLL,550.0,0.8064831342027488,8.00000039135401
HLL,555.0,0.806483134575763,8.000000395582836
HLL,560.0,0.8064831349503243,8.000000399822165
HLL,565.0,0.8064831353264434,8.000000404071985
HLL,570.0,0.8064831357041318,8.000000408332289
HLL,575.0,0.8064831360834005,8.000000412603068
HLL,580.0,0.8064831364642614,8.000000416884323
HLL,585.0,0.8064831368467257,8.00000042117605
HLL,590.0,0.8064831372308056,8.000000425478254
HLL,595.0,0.8064831376165129,8.000000429790939
HLL,600.0,0.8064831380038603,8.000000434114115
HLL,605.0,0.8064831383928597,8.000000438447787
HLL,610.0,0.8064831387835234,8.00000044279197
HLL,615.0,0.8064831391758644,8.000000447146679
HLL,620.0,0.8064831395698956,8.000000451511925
HLL,625.0,0.8064831399656297,8.000000455887726
HLL,630.0,0.8064831403630799,8.000000460274101
HLL,635.0,0.8064831407622595,8.00000046467107
HLL,640.0,0.8064831411631815,8.00000046907865
HLL,645.0,0.8064831415658597,8.000000473496865
HLL,650.0,0.8064831419703077,8.000000477925738
HLL,655.0,0.8064831423765391,8.000000482365293
HLL,660.0,0.8064831427845681,8.000000486815557
HLL,665.0,0.8064831431944084,8.000000491276552
HLL,670.0,0.8064831436060744,8.00000049574831
HLL,675.0,0.8064831440195804,8.00000050023086
HLL,680.0,0.8064831444349408,8.000000504724229
HLL,685.0,0.8064831448521701,8.000000509228451
HLL,690.0,0.8064831452712828,8.000000513743556
HLL,695.0,0.8064831456922946,8.00000051826958
HLL,700.0,0.8064831461152195,8.000000522806559
HLL,705.0,0.8064831465400736,8.000000527354526
HLL,710.0,0.8064831469668713,8.000000531913523
HLL,715.0,0.8064831473956287,8.00000053648359
HLL,720.0,0.8064831478263612,8.000000541064766
HLL,725.0,0.8064831482590845,8.000000545657095
HLL,730.0,0.8064831486938145,8.00000055026062
HLL,735.0,0.8064831491305672,8.000000554875388
HLL,740.0,0.8064831495693587,8.000000559501451
HLL,745.0,0.8064831500102057,8.000000564138853
HLL,750.0,0.8064831504531244,8.00000056878765
HLL,755.0,0.8064831508981316,8.000000573447892
HLL,760.0,0.8064831513452438,8.00000057811964
HLL,765.0,0.8064831517944786,8.000000582802942
HLL,770.0,0.8064831522458525,8.000000587497864
HLL,775.0,0.8064831526993832,8.000000592204465
HLL,780.0,0.8064831531550878,8.000000596922806
HLL,785.0,0.8064831536129841,8.000000601652959
HLL,790.0,0.80648315407309,8.000000606394988
HLL,795.0,0.8064831545354235,8.000000611148968
HLL,800.0,0.8064831550000028,8.000000615914981
HLL,805.0,0.8064831554668466,8.000000620693099
HLL,810.0,0.806483155935973,8.000000625483413
HLL,815.0,0.8064831564074011,8.000000630285998
HLL,820.0,0.8064831568811494,8.000000635100934
HLL,825.0,0.8064831573572363,8.00000063992829
HLL,830.0,0.8064831578356805,8.000000644768118
HLL,835.0,0.8064831583164994,8.000000649620453
HLL,840.0,0.8064831587997112,8.000000654485323
HLL,845.0,0.8064831592853338,8.000000659362742
HLL,850.0,0.8064831597733851,8.000000664252754
HLL,855.0,0.806483160263885,8.000000669155442
HLL,860.0,0.806483160756856,8.000000674070996
HLL,865.0,0.8064831612523246,8.00000067899975
HLL,870.0,0.8064831617503208,8.000000683942247
HLL,875.0,0.8064831622508812,8.000000688899195
HLL,880.0,0.8064831627540465,8.000000693871433
HLL,885.0,0.8064831632598518,8.000000698859854
HLL,890.0,0.8064831637683261,8.000000703864988
HLL,895.0,0.8064831642794872,8.000000708886473
HLL,900.0,0.8064831647933105,8.000000713922894
HLL,905.0,0.8064831653097081,8.00000071897141
HLL,910.0,0.8064831658285898,8.000000724026146
HLL,915.0,0.8064831663498023,8.000000729079883
HLL,920.0,0.8064831668730947,8.000000734126173
HLL,925.0,0.8064831673982937,8.00000073915922
HLL,930.0,0.8064831679256373,8.000000744174288
HLL,935.0,0.8064831684550879,8.000000749187086
HLL,940.0,0.8064831689870471,8.00000075422676
HLL,945.0,0.8064831695231213,8.000000759332998
HLL,950.0,0.8064831700656804,8.0000007645666
HLL,955.0,0.8064831706134316,8.000000770057088
HLL,960.0,0.8064831711707073,8.000000775852882
HLL,965.0,0.8064831717403573,8.000000781986778
HLL,970.0,0.8064831723175869,8.000000788450524
HLL,975.0,0.8064831728825679,8.000000795279906
HLL,980.0,0.8064831734632031,8.00000080180174
HLL,985.0,0.8064831740075363,8.000000807504255
HLL,990.0,0.80648317447793,8.000000812036753
HLL,995.0,0.8064831748513284,8.000000815226892
HLL,1000.0,0.8064831753075122,8.000000817179954
