Time_s,Gate_Flow_m3s,Inlet_h_m,Inlet_Q_m3s,Gate_Up_h_m,Gate_Up_Q_m3s,Gate_Down_h_m,Gate_Down_Q_m3s,Outlet_h_m,Outlet_Q_m3s
3556.0,10.414093080078871,1.4515787823732536,14.627322337358853,1.2027549118818053,10.550410464587678,1.1906037390468474,10.411157529353616,1.1566013462758753,9.919240222361728
3558.0,10.415816271624703,1.4516296795710968,14.627656936332912,1.202825405556033,10.55214949904937,1.1906700455006796,10.412745084777569,1.1565993922634685,9.919220237402468
3560.0,10.417540068613794,1.4516805263876627,14.627991136906637,1.2028959972229771,10.553889161929508,1.1907364480739058,10.414333460117435,1.1565974411212883,9.919200286620223
3562.0,10.419264467064357,1.4517313228895037,14.628324939724152,1.2029666867515325,10.55562944929576,1.1908029466444505,10.415922651676954,1.1565954935983664,9.919180369062536
3564.0,10.420989463002954,1.451782069143054,14.628658345428214,1.2030374740104286,10.557370357223807,1.1908695410900574,10.417512655765975,1.1565935521962687,9.91916048131657
3566.0,10.422715052463573,1.4518327652146343,14.62899135466023,1.2031083588682299,10.559111881797374,1.1909362312882896,10.419103468700513,1.1565916138548251,9.919140626644722
3568.0,10.424441231487798,1.4518834111704468,14.629323968060227,1.2031793411933382,10.560854019107994,1.1910030171165342,10.420695086802505,1.156589679161387,9.919120804905429
3570.0,10.426167996126095,1.4519340070765794,14.6296561862669,1.203250420853993,10.562596765254945,1.1910698984519996,10.422287506399758,1.1565877505377542,9.91910101319077
3572.0,10.427895342435786,1.4519845529990036,14.629988009917586,1.2033215977182725,10.56434011634557,1.1911368751717193,10.423880723826278,1.1565858260827897,9.919081255063068
3574.0,10.429623266483441,1.452035049003577,14.63031943964827,1.2033928716540965,10.566084068494842,1.1912039471525522,10.425474735421847,1.1565839026471094,9.919061535682847
3576.0,10.43135176434211,1.4520854951560407,14.6306504760936,1.2034642425292257,10.567828617825857,1.1912711142711845,10.42706953753251,1.1565819819110363,9.919041852170212
3578.0,10.43308083209388,1.452135891522023,14.630981119886888,1.2035357102112634,10.56957376046926,1.1913383764041294,10.428665126510014,1.156580067075027,9.919022198976045
3580.0,10.434810465828246,1.4521862381670356,14.631311371660107,1.2036072745676574,10.571319492563703,1.1914057334277308,10.430261498712284,1.1565781566183995,9.91900257806107
3582.0,10.436540661642445,1.4522365351564779,14.631641232043897,1.203678935465701,10.5730658102556,1.191473185218162,10.431858650503159,1.1565762487178848,9.918982993892321
3584.0,10.438271415641829,1.4522867825556338,14.631970701667582,1.2037506927725328,10.574812709699092,1.1915407316514282,10.433456578252393,1.156574341337588,9.918963448599317
3586.0,10.440002723939687,1.4523369804296753,14.632299781159151,1.2038225463551409,10.576560187056149,1.1916083726033684,10.435055278335735,1.1565724368947454,9.918943936749454
3588.0,10.441734582656856,1.452387128843659,14.632628471145281,1.2038944960803608,10.578308238496549,1.1916761079496547,10.436654747134943,1.1565705389085594,9.918924451459915
3590.0,10.443466987922461,1.4524372278625295,14.632956772251328,1.2039665418148784,10.580056860197757,1.1917439375657952,10.438254981037648,1.1565686459262021,9.918904994330738
3592.0,10.445199935873177,1.452487277551118,14.633284685101344,1.2040386834252312,10.58180604834509,1.1918118613271345,10.439855976437535,1.1565667560733095,9.918885570048843
3594.0,10.446933422653771,1.452537277974143,14.633612210318068,1.2041109207778093,10.583555799131563,1.1918798791088547,10.4414577297342,1.1565648672188966,9.918866181248235
3596.0,10.448667444415449,1.452587229196211,14.633939348522933,1.2041832537388555,10.585306108757987,1.1919479907859776,10.443060237333238,1.156562981677642,9.918846823103639
3598.0,10.450401997319874,1.4526371312818158,14.634266100336081,1.2042556821744683,10.587056973432528,1.1920161962333644,10.444663495645829,1.1565611028741687,9.918827489343414
3600.0,10.452137077534054,1.4526869842953394,14.634592466376349,1.2043282059506015,10.58880838937164,1.1920844953257181,10.446267501089658,1.156559229274149,9.918808182134754
3602.0,10.453872681233609,1.4527367883010522,14.634918447261281,1.2044008249330667,10.590560352799045,1.1921528879375844,10.447872250087919,1.156557358935268,9.918788906668638
3604.0,10.4556088046026,1.4527865433631124,14.635244043607141,1.2044735389875336,10.592312859946205,1.1922213739433523,10.449477739069778,1.1565554896708017,9.918769666016043
3606.0,10.457345443832605,1.452836249545568,14.635569256028901,1.204546347979531,10.594065907052443,1.192289953217256,10.45108396447052,1.1565536249456816,9.918750455724805
3608.0,10.459082595121979,1.4528859069123552,14.635894085140249,1.2046192517744492,10.59581949036479,1.1923586256333756,10.452690922731374,1.1565517632308076,9.918731274966225
3610.0,10.46082025467768,1.4529355155272996,14.636218531553602,1.2046922502375388,10.597573606137665,1.192427391065639,10.454298610299231,1.1565499071431198,9.918712120972101
3612.0,10.462558418714352,1.4529850754541163,14.6365425958801,1.2047653432339152,10.599328250633256,1.1924962493878222,10.455907023627008,1.156548055638018,9.91869299518553
3614.0,10.46429708345413,1.45303458675641,14.636866278729611,1.2048385306285565,10.601083420121432,1.1925652004735505,10.457516159173565,1.156546207215675,9.918673901597375
3616.0,10.466036245127565,1.4530840494976758,14.63718958071074,1.2049118122863067,10.602839110879625,1.1926342441963003,10.459126013403619,1.1565443611141348,9.918654842499645
3618.0,10.467775899971965,1.453133463741298,14.63751250243082,1.2049851880718758,10.604595319193061,1.1927033804294003,10.460736582787963,1.1565425171562826,9.918635818265525
3620.0,10.46951604423284,1.4531828295505524,14.63783504449594,1.2050586578498421,10.606352041354391,1.1927726090460313,10.462347863803092,1.1565406742737998,9.918616828010439
3622.0,10.471256674163557,1.4532321469886047,14.638157207510918,1.2051322214846518,10.608109273663924,1.1928419299192292,10.463959852931463,1.1565388364329616,9.918597865111902
3624.0,10.472997786024584,1.4532814161185115,14.638478992079332,1.2052058788406208,10.609867012429616,1.1929113429218852,10.465572546661488,1.1565370034393936,9.918578927966113
3626.0,10.474739376085322,1.4533306370032206,14.6388003988035,1.2052796297819368,10.61162525396688,1.192980847926746,10.467185941487328,1.1565351729588365,9.91856001899599
3628.0,10.476481440620997,1.4533798097055715,14.639121428284504,1.2053534741726588,10.613383994598983,1.1930504448064176,10.468800033909336,1.1565333480259912,9.918541134932997
3630.0,10.478223975915922,1.4534289342882942,14.639442081122178,1.2054274118767192,10.615143230656384,1.1931201334333634,10.470414820433351,1.1565315279453547,9.918522276458026
3632.0,10.479966978262066,1.4534780108140117,14.639762357915124,1.2055014427579251,10.616902958477308,1.1931899136799076,10.472030297571322,1.1565297113548412,9.918503447289046
3634.0,10.48171044395866,1.4535270393452386,14.640082259260705,1.2055755666799584,10.618663174407624,1.1932597854182343,10.47364646184117,1.15652789749105,9.918484649915438
3636.0,10.483454369311646,1.4535760199443812,14.640401785755056,1.2056497835063777,10.620423874800679,1.1933297485203915,10.475263309766635,1.156526086109877,9.918465885185975
3638.0,10.485198750637142,1.453624952673739,14.640720937993084,1.2057240931006195,10.622185056017074,1.1933998028582888,10.47688083787705,1.156524277250282,9.918447152808945
3640.0,10.486943584255979,1.453673837595504,14.641039716568466,1.2057984953259986,10.623946714425491,1.1934699483037015,10.478499042708185,1.156522471069254,9.918428451898626
3642.0,10.488688866498588,1.4537226747717609,14.64135812207367,1.2058729900457104,10.625708846401578,1.1935401847282692,10.480117920801128,1.1565206677534934,9.918409781350828
3644.0,10.490434593702663,1.4537714642644872,14.641676155099937,1.2059475771228305,10.627471448328798,1.1936105120034988,10.481737468703148,1.1565188674791629,9.918391140058569
3646.0,10.492180762212577,1.4538202061355547,14.641993816237305,1.2060222564203165,10.629234516598135,1.1936809300007654,10.483357682967402,1.1565170703969354,9.918372527019535
3648.0,10.493927368381765,1.4538689004467285,14.642311106074587,1.2060970278010101,10.630998047607836,1.1937514385913115,10.484978560152676,1.1565152766289624,9.918353941379733
3650.0,10.4956744085698,1.4539175472596666,14.6426280251994,1.206171891127636,10.632762037763909,1.1938220376462514,10.486600096823917,1.156513486270829,9.918335382442816
3652.0,10.497421879145296,1.4539661466359224,14.642944574198157,1.206246846262805,10.634526483479572,1.1938927270365687,10.48822228955165,1.1565116993951747,9.91831684966252
3654.0,10.49916977648337,1.4540146986369424,14.64326075365607,1.2063218930690145,10.63629138117579,1.19396350663312,10.489845134912544,1.1565099160555214,9.9182983426279
3656.0,10.500918096966888,1.4540632033240688,14.64357656415715,1.206397031408648,10.63805672728081,1.1940343763066354,10.49146862948895,1.156508136289742,9.918279861046408
3658.0,10.502666836987022,1.4541116607585374,14.64389200628422,1.2064722611439795,10.639822518230304,1.1941053359277185,10.493092769869037,1.1565063601229972,9.918261404727296
3660.0,10.504415992941428,1.4541600710014797,14.644207080618914,1.2065475821371707,10.64158875046757,1.1941763853668486,10.494717552647026,1.1565045875701512,9.918242973566429
3662.0,10.506165561236228,1.4542084341139216,14.644521787741668,1.2066229942502757,10.643355420443132,1.1942475244943815,10.496342974422772,1.1565028186377282,9.918224567532848
3664.0,10.507915538284564,1.4542567501567851,14.644836128231756,1.206698497345239,10.645122524615097,1.1943187531805504,10.497969031802118,1.1565010533254865,9.918206186657184
3666.0,10.509665920507684,1.4543050191908877,14.645150102667248,1.2067740912838985,10.646890059448907,1.1943900712954667,10.499595721396691,1.1564992916276862,9.9181878310217
3668.0,10.511416704333458,1.4543532412769422,14.645463711625052,1.206849775927986,10.648658021417546,1.1944614787091226,10.50122303982408,1.1564975335341097,9.918169500751834
3670.0,10.513167886198229,1.4544014164755574,14.645776955680898,1.2069255511391284,10.650426407001198,1.1945329752913902,10.502850983707507,1.1564957790308892,9.91815119600901
3672.0,10.514919462545326,1.4544495448472394,14.646089835409352,1.2070014167788479,10.65219521268762,1.1946045609120235,10.504479549676223,1.1564940281011773,9.918132916984552
3674.0,10.516671429825433,1.4544976264523897,14.646402351383802,1.2070773727085644,10.653964434971883,1.194676235440659,10.506108734365224,1.1564922807256948,9.918114663894515
3676.0,10.518423784497848,1.4545456613513066,14.646714504176476,1.2071534187895956,10.655734070356353,1.194747998746818,10.507738534415276,1.1564905368831788,9.918096436975294
3678.0,10.520176523028141,1.4545936496041865,14.647026294358447,1.2072295548831584,10.657504115351049,1.1948198506999053,10.509368946473241,1.1564887965507542,9.918078236479893
3680.0,10.521929641889383,1.4546415912711208,14.647337722499623,1.2073057808503695,10.659274566473137,1.1948917911692136,10.510999967191601,1.1564870597042392,9.918060062674746
3682.0,10.523683137563618,1.4546894864121003,14.647648789168763,1.2073820965522475,10.661045420247046,1.1949638200239208,10.512631593228564,1.1564853263184003,9.918041915837012
3684.0,10.525437006538592,1.4547373350870116,14.647959494933467,1.2074585018497124,10.662816673204917,1.1950359371330945,10.514263821248534,1.156483596367162,9.918023796252255
3686.0,10.527191245310085,1.4547851373556409,14.648269840360197,1.207534996603588,10.664588321885907,1.1951081423656897,10.515896647921409,1.156481869823788,9.918005704212467
3688.0,10.528945850382668,1.4548328932776708,14.64857982601426,1.2076115806746026,10.666360362836516,1.195180435590553,10.517530069922916,1.1564801466610275,9.917987640014369
3690.0,10.530700818266032,1.4548806029126826,14.64888945245983,1.2076882539233886,10.668132792610933,1.1952528166764216,10.519164083934974,1.1564784280468767,9.917969603957967
3692.0,10.532456145479546,1.4549282663201564,14.649198720259935,1.2077650162104867,10.6699056077702,1.1953252854919245,10.520798686644834,1.1564767102321662,9.917951601472446
3694.0,10.534211828548237,1.4549758835594697,14.649507629976476,1.2078418673963427,10.671678804883058,1.1953978419055846,10.522433874745964,1.156474993648702,9.917933632788127
3696.0,10.535967864006258,1.4550234546899015,14.649816182170206,1.2079188073413127,10.67345238052524,1.1954704857858192,10.524069644937324,1.156473280845801,9.917915694166751
3698.0,10.53772424839396,1.4550709797706265,14.650124377400761,1.2079958359056606,10.6752263312801,1.1955432170009401,10.525705993924017,1.1564715689668466,9.917897787732606
3700.0,10.539480978258798,1.455118458860721,14.650432216226648,1.2080729529495617,10.677000653738085,1.1956160354191558,10.52734291841675,1.156469858846811,9.917879911873413
3702.0,10.54123805015733,1.45516589201916,14.650739699205246,1.2081501583331022,10.678775344496746,1.1956889409085718,10.528980415131866,1.156468151952214,9.917862062155853
3704.0,10.542995460652481,1.4552132793048176,14.651046826892813,1.2082274519162814,10.680550400161295,1.195761933337193,10.530618480791892,1.1564664491210008,9.917844235575988
3706.0,10.544753206314276,1.4552606207764691,14.651353599844498,1.2083048335590107,10.682325817344083,1.195835012572922,10.532257112125032,1.1564647506470824,9.917826430949084
3708.0,10.546511283720715,1.4553079164927887,14.651660018614322,1.208382303121117,10.684101592664593,1.1959081784835628,10.53389630586517,1.156463057716758,9.917808648385734
3710.0,10.548269689457085,1.4553551665123519,14.651966083755205,1.2084598604623418,10.685877722749662,1.19598143093682,10.535536058752072,1.1564613664650671,9.917790893849812
3712.0,10.550028420116275,1.4554023708936332,14.652271795818953,1.208537505442343,10.687654204233377,1.1960547698003012,10.53717636753132,1.1564596783609216,9.917773168435641
3714.0,10.551787472297708,1.4554495296950094,14.652577155356262,1.2086152379206965,10.689431033757128,1.1961281949415175,10.538817228954347,1.156457990878202,9.917755474492651
3716.0,10.553546842609318,1.455496642974758,14.652882162916733,1.208693057756896,10.691208207969332,1.196201706227883,10.540458639778183,1.156456305199808,9.917737809880386
3718.0,10.555306527665755,1.4555437107910567,14.653186819048862,1.2087709648103546,10.692985723525851,1.1962753035267182,10.542100596765863,1.1564546229625803,9.91772016987132
3720.0,10.55706652408888,1.4555907332019853,14.653491124300045,1.2088489589404054,10.694763577089681,1.19634898670525,10.543743096686125,1.1564529462403987,9.917702551519932
3722.0,10.558826828508892,1.455637710265525,14.653795079216588,1.2089270400063037,10.696541765330949,1.1964227556306113,10.545386136313418,1.1564512715793738,9.91768495906241
3724.0,10.560587437562127,1.4556846420395584,14.654098684343703,1.2090052078672255,10.698320284927213,1.1964966101698447,10.547029712428206,1.1564496005727434,9.917667392943255
3726.0,10.562348347892677,1.4557315285818708,14.65440194022551,1.2090834623822713,10.700099132563007,1.1965705501899007,10.548673821816514,1.1564479306789472,9.917649855521299
3728.0,10.564109556152221,1.4557783699501488,14.654704847405048,1.2091618034104643,10.701878304930055,1.1966445755576411,10.550318461270148,1.1564462630094234,9.917632345005247
3730.0,10.565871058999829,1.4558251662019823,14.655007406424271,1.2092402308107548,10.703657798727336,1.1967186861398378,10.551963627586764,1.1564445991149506,9.917614857157679
3732.0,10.567632853101598,1.4558719173948629,14.655309617824052,1.2093187444420175,10.705437610661045,1.1967928818031757,10.55360931756984,1.156442940986911,9.917597389553894
3734.0,10.569394935131363,1.455918623586185,14.655611482144181,1.2093973441630548,10.707217737444488,1.196867162414252,10.55525552802857,1.156441286294741,9.917579946926327
3736.0,10.571157301769254,1.4559652848332472,14.65591299992338,1.2094760298325968,10.708998175798214,1.1969415278395783,10.556902255778006,1.1564396316540422,9.91756253529419
3738.0,10.572919949704403,1.45601190119325,14.656214171699295,1.2095548013093027,10.71077892244969,1.1970159779455816,10.558549497638726,1.156437978654439,9.917545152208447
3740.0,10.574682875631677,1.4560584727232972,14.6565149980085,1.2096336584517617,10.712559974133882,1.1970905125986038,10.560197250437444,1.1564363292886588,9.917527792246
3742.0,10.576446076253664,1.4561049994803974,14.656815479386509,1.209712601118493,10.714341327592617,1.1971651316649046,10.56184551100635,1.1564346857811165,9.917510452191635
3744.0,10.578209548280668,1.456151481521462,14.657115616367767,1.2097916291679485,10.716122979574862,1.1972398350106608,10.563494276183405,1.1564330458856533,9.917493136453361
3746.0,10.579973288429992,1.4561979189033067,14.657415409485655,1.2098707424585124,10.717904926836809,1.1973146225019686,10.565143542812441,1.1564314062238732,9.917475851042564
3748.0,10.58173729342627,1.4562443116826513,14.657714859272497,1.2099499408485026,10.719687166141739,1.1973894940048435,10.566793307743012,1.1564297683573779,9.917458593674741
3750.0,10.583501560001494,1.4562906599161203,14.658013966259563,1.210029224196171,10.721469694260051,1.1974644493852222,10.568443567830446,1.1564281354356782,9.917441359166189
3752.0,10.585266084894789,1.4563369636602417,14.658312730977073,1.2101085923597061,10.723252507969267,1.197539488508962,10.570094319935837,1.1564265059229575,9.917424149686418
3754.0,10.587030864852085,1.45638322297145,14.658611153954183,1.2101880451972316,10.725035604053986,1.197614611241844,10.571745560926017,1.1564248768024532,9.917406969817817
3756.0,10.588795896627346,1.4564294379060834,14.658909235719012,1.2102675825668088,10.726818979305758,1.1976898174495714,10.573397287673428,1.156423249769315,9.91738981662706
3758.0,10.590561176981138,1.4564756085203856,14.659206976798629,1.2103472043264376,10.728602630523365,1.1977651069977724,10.575049497056407,1.1564216279892932,9.917372684792632
3760.0,10.592326702682064,1.4565217348705057,14.659504377719058,1.210426910334057,10.730386554512549,1.197840479752001,10.576702185958927,1.1564200098921165,9.917355576625702
3762.0,10.594092470504947,1.456567817012499,14.659801439005285,1.2105067004475458,10.73217074808629,1.1979159355777367,10.578355351270874,1.1564183924100249,9.91733849697843
3764.0,10.595858477232818,1.4566138550023253,14.66009816118126,1.210586574524724,10.733955208064428,1.1979914743403857,10.580008989887673,1.1564167771862408,9.917321443228584
3766.0,10.59762471965511,1.4566598488958513,14.660394544769893,1.2106665324233532,10.73573993127404,1.198067095905284,10.581663098710667,1.1564151673398375,9.917304410361782
3768.0,10.599391194568899,1.4567057987488496,14.660690590293067,1.210746574001138,10.737524914549091,1.1981428001376944,10.583317674646793,1.1564135612608744,9.917287400971329
3770.0,10.601157898778002,1.456751704616999,14.660986298271627,1.210826699115727,10.73931015473065,1.1982185869028112,10.584972714608766,1.1564119558487973,9.917270420158742
3772.0,10.602924829093894,1.4567975665558857,14.661281669225396,1.210906907624712,10.741095648666704,1.198294456065759,10.586628215514928,1.1564103539157213,9.917253465517303
3774.0,10.604691982335495,1.4568433846210014,14.661576703673166,1.2109871993856323,10.74288139321234,1.1983704074915933,10.588284174289427,1.1564087548378068,9.917236537343186
3776.0,10.606459355328099,1.4568891588677455,14.661871402132716,1.2110675742559718,10.744667385229768,1.1984464410453037,10.589940587862237,1.1564071562518907,9.91721963831214
3778.0,10.6082269449048,1.4569348893514242,14.662165765120797,1.2111480320931631,10.746453621588024,1.1985225565918118,10.591597453168879,1.156405560146445,9.917202764488042
3780.0,10.609994747905786,1.4569805761272514,14.662459793153142,1.2112285727545853,10.748240099163244,1.1985987539959746,10.593254767150684,1.1564039709508034,9.917185910340779
3782.0,10.611762761177577,1.457026219250348,14.662753486744474,1.211309196097568,10.750026814838577,1.1986750331225833,10.594912526754722,1.1564023821364575,9.917169083584476
3784.0,10.613530981575217,1.4570718187757434,14.663046846408498,1.21138990197939,10.751813765503934,1.1987513938363663,10.596570728933557,1.156400794733911,9.91715228438429
3786.0,10.61529940596028,1.4571173747583739,14.66333987265791,1.2114706902572812,10.75360094805648,1.1988278360019884,10.598229370645731,1.156399212413133,9.917135506742534
3788.0,10.617068031200304,1.457162887253085,14.6636325660044,1.2115515607884226,10.755388359400301,1.198904359484053,10.599888448855456,1.1563976339985493,9.917118752095474
3790.0,10.618836854172399,1.4572083563146294,14.663924926958654,1.2116325134299484,10.757175996446108,1.1989809641471012,10.60154796053229,1.1563960565819484,9.917102024969516
3792.0,10.620605871758757,1.457253781997669,14.664216956030348,1.2117135480389458,10.758963856112079,1.199057649855615,10.60320790265202,1.1563944830101645,9.917085322926688
3794.0,10.62237508084914,1.4572991643567743,14.664508653728166,1.2117946644724562,10.760751935323,1.1991344164740156,10.60486827219579,1.1563929126174717,9.917068646564227
3796.0,10.624144478341073,1.4573445034464236,14.66480002055979,1.2118758625874766,10.762540231010583,1.1992112638666674,10.606529066150417,1.1563913429706223,9.91705199901564
3798.0,10.62591406113839,1.457389799321006,14.665091057031903,1.2119571422409594,10.764328740113633,1.1992881918978755,10.608190281508577,1.1563897783751576,9.917035376848304
3800.0,10.627683826153032,1.457435052034819,14.665381763650199,1.2120385032898147,10.766117459577732,1.1993652004318884,10.609851915268482,1.1563882133586123,9.917018785274207
3802.0,10.629453770302696,1.457480261642069,14.66567214091938,1.212119945590909,10.767906386355595,1.1994422893328993,10.611513964434248,1.1563866508919536,9.917002222053684
3804.0,10.631223890512638,1.4575254281968721,14.665962189343162,1.2122014690010685,10.769695517406575,1.1995194584650457,10.613176426015407,1.1563850912753684,9.91698568493348
3806.0,10.632994183716207,1.457570551753256,14.666251909424266,1.2122830733770782,10.771484849696932,1.1995967076924114,10.614839297027164,1.1563835327040108,9.91696917477904
3808.0,10.634764646852489,1.4576156323651555,14.66654130166444,1.2123647585756836,10.773274380200107,1.1996740368790264,10.616502574490694,1.156381978553899,9.916952687001068
3810.0,10.636535276867939,1.4576606700864176,14.666830366564447,1.2124465244535914,10.775064105896174,1.1997514458888683,10.618166255432595,1.1563804283202725,9.916936221391806
3812.0,10.638306070716716,1.4577056649707991,14.667119104624067,1.21252837086747,10.776854023772085,1.199828934585863,10.619830336885117,1.1563788795470973,9.916919781127277
3814.0,10.640077025359066,1.4577506170719672,14.667407516342108,1.2126102976739506,10.778644130821805,1.1999065028338851,10.621494815886344,1.1563773352470679,9.916903363259568
3816.0,10.641848137762945,1.4577955264434994,14.667695602216405,1.2126923047296283,10.780434424045996,1.1999841504967599,10.623159689479829,1.156375794747976,9.916886968542446
3818.0,10.643619404903106,1.4578403931388855,14.667983362743808,1.2127743918910623,10.782224900452256,1.2000618774382628,10.624824954714889,1.1563742567279163,9.916870600643165
3820.0,10.645390823761625,1.4578852172115244,14.668270798420213,1.212856559014777,10.784015557055021,1.2001396835221216,10.626490608646467,1.1563727204672118,9.916854261950284
3822.0,10.647162391326836,1.4579299987147285,14.668557909740546,1.2129388059572634,10.785806390875637,1.200217568612016,10.628156648335246,1.15637118456782,9.916837953201005
3824.0,10.648934104595106,1.4579747377017196,14.66884469719876,1.213021132574979,10.7875973989421,1.2002955325715798,10.629823070847362,1.156369652827743,9.91682166887408
3826.0,10.6507059605685,1.4580194342256323,14.669131161287847,1.2131035387243496,10.789388578289447,1.2003735752644,10.631489873254822,1.1563681249776971,9.916805408070688
3828.0,10.652477956257652,1.4580640883395128,14.669417302499845,1.2131860242617685,10.791179925959248,1.200451696554019,10.633157052634989,1.1563665998523553,9.916789173661552
3830.0,10.654250088678879,1.4581087000963193,14.669703121325828,1.2132685890435995,10.792971439000203,1.2005298963039357,10.634824606071183,1.1563650767616618,9.91677296779817
3832.0,10.656022354855798,1.4581532695489219,14.669988618255918,1.2133512329261764,10.794763114467587,1.200608174377605,10.636492530652141,1.1563635542813964,9.916756791290563
3834.0,10.657794751819507,1.458197796750103,14.670273793779277,1.2134339557658036,10.796554949423463,1.2006865306384389,10.63816082347222,1.1563620373597063,9.91674063883762
3836.0,10.659567276607659,1.4582422817525584,14.670558648384118,1.2135167574187575,10.798346940936813,1.2007649649498084,10.639829481631539,1.1563605207624394,9.916724514940896
3838.0,10.661339926264844,1.4582867246088957,14.67084318255771,1.213599637741287,10.800139086083343,1.2008434771750434,10.641498502235791,1.1563590074617534,9.916708417549906
3840.0,10.663112697842378,1.4583311253716356,14.671127396786368,1.213682596589615,10.801931381945504,1.2009220671774334,10.643167882396266,1.156357497652297,9.916692345107007
3842.0,10.664885588399207,1.458375484093212,14.671411291555467,1.2137656338199379,10.80372382561243,1.2010007348202292,10.644837619229788,1.1563559905856424,9.916676299388858
3844.0,10.666658595000477,1.458419800825972,14.671694867349434,1.2138487492884276,10.805516414180168,1.2010794799666422,10.64650770985896,1.156354485778372,9.916660281885363
3846.0,10.668431714719121,1.4584640756221763,14.671978124651762,1.2139319428512318,10.807309144751372,1.2011583024798471,10.648178151411855,1.1563529818667324,9.916644293218827
3848.0,10.670204944633541,1.4585083085339987,14.672261063945005,1.2140152143644745,10.80910201443562,1.2012372022229818,10.649848941022334,1.156351483784541,9.91662832821044
3850.0,10.671978281830633,1.4585524996135275,14.672543685710774,1.2140985636842574,10.810895020348902,1.201316179059147,10.65152007582954,1.1563499862528968,9.916612391643547
3852.0,10.67375172340365,1.4585966489127642,14.672825990429754,1.2141819906666607,10.812688159614211,1.201395232851409,10.65319155297851,1.1563484933872012,9.916596481809897
3854.0,10.675525266452174,1.458640756483625,14.673107978581694,1.2142654951677427,10.814481429361248,1.2014743634627996,10.654863369619857,1.1563470004153595,9.916580602624935
3856.0,10.677298908083035,1.45868482237794,14.673389650645415,1.2143490770435423,10.816274826726252,1.201553570756317,10.656535522909621,1.1563455119221429,9.916564750989068
3858.0,10.679072645410455,1.4587288466474546,14.673671007098811,1.214432736150079,10.818068348852186,1.201632854594926,10.658208010009457,1.156344023392653,9.916548929838568
3860.0,10.680846475554805,1.4587728293438276,14.673952048418855,1.2145164723433526,10.819861992888857,1.2017122148415595,10.659880828086749,1.156342539516506,9.916533135582759
3862.0,10.682620395643317,1.4588167705186335,14.674232775081586,1.2146002854793456,10.821655755992618,1.2017916513591194,10.66155397431434,1.156341055801735,9.916517371006101
3864.0,10.684394402810787,1.4588606702233615,14.674513187562134,1.2146841754140245,10.823449635326444,1.2018711640104767,10.663227445870582,1.1563395757281734,9.916501632559868
3866.0,10.686168494198142,1.4589045285094162,14.674793286334701,1.2147681420033374,10.825243628060143,1.2019507526584727,10.66490123993957,1.1563380996931925,9.916485918038127
3868.0,10.687942666953692,1.4589483454281171,14.675073071872582,1.2148521851032181,10.827037731370053,1.2020304171659197,10.666575353710847,1.1563366269656625,9.91647022926286
3870.0,10.689716918232394,1.4589921210307,14.675352544648153,1.2149363045695853,10.828831942439265,1.2021101573956021,10.668249784379606,1.1563351569935272,9.916454568171718
3872.0,10.691491245195682,1.4590358553683156,14.675631705132876,1.2150205002583436,10.830626258457505,1.202189973210276,10.66992452914661,1.1563336895110734,9.916438936014945
3874.0,10.693265645011989,1.459079548492031,14.675910553797301,1.215104772025384,10.832420676621032,1.2022698644726721,10.671599585218063,1.1563322244362184,9.916423333412759
3876.0,10.695040114856932,1.459123200452829,14.676189091111077,1.2151891197265856,10.834215194132742,1.2023498310454945,10.673274949805744,1.1563307629733437,9.916407760594241
3878.0,10.696814651912215,1.4591668113016087,14.676467317542945,1.2152735432178152,10.836009808202249,1.2024298727914213,10.674950620127072,1.1563293002501303,9.916392222720592
3880.0,10.698589253367256,1.4592103810891852,14.676745233560741,1.2153580423549288,10.837804516045622,1.2025099895731077,10.676626593404862,1.1563278416961726,9.916376714558092
3882.0,10.700363916417725,1.4592539098662916,14.677022839631395,1.215442616993772,10.839599314885733,1.2025901812531847,10.678302866867657,1.1563263833655253,9.916361237230266
3884.0,10.702138638266101,1.4592973976835757,14.677300136220948,1.2155272669901807,10.841394201951974,1.2026704476942602,10.679979437749477,1.1563249301867846,9.916345786272409
3886.0,10.70391341612111,1.4593408445916034,14.677577123794531,1.215611992199982,10.843189174480317,1.2027507887589202,10.681656303289856,1.1563234777073912,9.916330364352248
3888.0,10.705688247199515,1.4593842506408574,14.677853802816394,1.2156967924789952,10.844984229713154,1.202831204309729,10.683333460733706,1.1563220305483863,9.916314968250127
3890.0,10.707463128723433,1.459427615881738,14.678130173749878,1.2157816676830322,10.846779364899728,1.202911694209231,10.685010907331744,1.1563205841023771,9.916299601425061
3892.0,10.709238057922825,1.4594709403645623,14.678406237057445,1.2158666176678983,10.848574577295587,1.20299225831995,10.686688640339945,1.1563191429230415,9.916284261103186
3894.0,10.711013032033886,1.459514224139565,14.678681993200659,1.2159516422893928,10.85036986416302,1.2030728965043906,10.688366657019985,1.1563177035752332,9.916268950970803
3896.0,10.712788048299576,1.459557467256899,14.678957442640208,1.2160367414033098,10.852165222770807,1.2031536086250398,10.690044954639003,1.156316265692366,9.916253673482148
3898.0,10.714563103969247,1.4596006697666346,14.67923258583588,1.2161219148654392,10.853960650394251,1.2032343945443664,10.691723530469634,1.1563148300250936,9.916238427158627
3900.0,10.71633819630009,1.45964383171876,14.679507423246587,1.2162071625315671,10.855756144315093,1.2033152541248222,10.693402381789905,1.1563133971358983,9.916223210486745
