Distance_m,Bed_Elevation_m,Water_Depth_m,Water_Surface_Elevation_m,Flow_Rate_m3s,Flow_Error_pct
4600.0,2.7,1.2880387391861245,3.9880387391861247,10.0,0.0
4650.0,2.6750000000000003,1.2868762599881964,3.9618762599881965,10.0,0.0
4700.0,2.65,1.2857137808100665,3.935713780810066,10.0,0.0
4750.0,2.625,1.2845513016518253,3.9095513016518253,10.0,0.0
4800.0,2.6,1.2833888225135623,3.883388822513562,10.0,0.0
4850.0,2.575,1.2822263433953722,3.8572263433953724,10.0,0.0
4900.0,2.5500000000000003,1.281063864297345,3.831063864297345,10.0,0.0
4950.0,2.525,1.2831963697011852,3.808196369701185,10.0,0.0
5000.0,2.5,1.2787389061621544,3.7787389061621544,10.0,0.0
5050.0,2.475,1.2775764271251782,3.7525764271251782,10.0,0.0
5100.0,2.45,1.2764139481087389,3.726413948108739,10.0,0.0
5150.0,2.4250000000000003,1.275251469112933,3.700251469112933,10.0,0.0
5200.0,2.4,1.274088990137855,3.6740889901378546,10.0,0.0
5250.0,2.375,1.2729265111836012,3.6479265111836012,10.0,0.0
5300.0,2.35,1.2717640322502692,3.6217640322502693,10.0,0.0
5350.0,2.325,1.2706015533379553,3.5956015533379553,10.0,0.0
5400.0,2.3000000000000003,1.2694390744467567,3.5694390744467572,10.0,0.0
5450.0,2.275,1.2682765955767716,3.5432765955767715,10.0,0.0
5500.0,2.25,1.2671141167280993,3.5171141167280995,10.0,0.0
5550.0,2.225,1.265951637900839,3.490951637900839,10.0,0.0
5600.0,2.2,1.2647891590950906,3.4647891590950906,10.0,0.0
5650.0,2.1750000000000003,1.2636266803109542,3.4386266803109544,10.0,0.0
5700.0,2.15,1.2624642015485328,3.4124642015485325,10.0,0.0
5750.0,2.125,1.2613017228079255,3.3863017228079255,10.0,0.0
5800.0,2.1,1.260139244089236,3.360139244089236,10.0,0.0
5850.0,2.075,1.258976765392566,3.333976765392566,10.0,0.0
5900.0,2.05,1.2578142867180206,3.3078142867180205,10.0,0.0
5950.0,2.025,1.2566518080657028,3.2816518080657024,10.0,0.0
6000.0,2.0,1.2554893294357172,3.2554893294357172,10.0,0.0
6050.0,1.975,1.2543268508281697,3.22932685082817,10.0,0.0
6100.0,1.95,1.253164372243166,3.203164372243166,10.0,0.0
6150.0,1.925,1.2520018936808122,3.177001893680812,10.0,0.0
6200.0,1.9000000000000001,1.2508394151412159,3.150839415141216,10.0,0.0
6250.0,1.875,1.249676936624484,3.1246769366244838,10.0,0.0
6300.0,1.85,1.248514458130726,3.098514458130726,10.0,0.0
6350.0,1.825,1.24735197966005,3.0723519796600502,10.0,0.0
6400.0,1.8,1.2461895012125666,3.0461895012125666,10.0,0.0
6450.0,1.7750000000000001,1.2450270227883857,3.020027022788386,10.0,0.0
6500.0,1.75,1.2438645443876175,2.9938645443876175,10.0,0.0
6550.0,1.725,1.242702066010374,2.967702066010374,10.0,0.0
6600.0,1.7,1.241539587656768,2.9415395876567683,10.0,0.0
6650.0,1.675,1.2403771093269125,2.9153771093269123,10.0,0.0
6700.0,1.6500000000000001,1.2392146310209204,2.889214631020921,10.0,0.0
6750.0,1.625,1.2380521527389061,2.863052152738906,10.0,0.0
6800.0,1.6,1.236889674480985,2.836889674480985,10.0,0.0
6850.0,1.575,1.235727196247272,2.8107271962472717,10.0,0.0
6900.0,1.55,1.234564718037884,2.784564718037884,10.0,0.0
6950.0,1.5250000000000001,1.233402239852938,2.758402239852938,10.0,0.0
7000.0,1.5,1.2322397616925513,2.7322397616925516,10.0,0.0
7050.0,1.475,1.2310772835568424,2.7060772835568425,10.0,0.0
7100.0,1.45,1.2299148054459306,2.6799148054459305,10.0,0.0
7150.0,1.425,1.2287523273599357,2.6537523273599355,10.0,0.0
7200.0,1.4000000000000001,1.2275898492989776,2.6275898492989778,10.0,0.0
7250.0,1.375,1.226427371263179,2.601427371263179,10.0,0.0
7300.0,1.35,1.22526489325266,2.57526489325266,10.0,0.0
7350.0,1.325,1.2241024152675446,2.5491024152675443,10.0,0.0
7400.0,1.3,1.2229399373079557,2.5229399373079557,10.0,0.0
7450.0,1.2750000000000001,1.2217774593740172,2.4967774593740173,10.0,0.0
7500.0,1.25,1.2206149814658556,2.4706149814658556,10.0,0.0
7550.0,1.225,1.2194525035835941,2.4444525035835944,10.0,0.0
7600.0,1.2,1.2182900257273614,2.4182900257273614,10.0,0.0
7650.0,1.175,1.2171275478972832,2.3921275478972834,10.0,0.0
7700.0,1.1500000000000001,1.2159650700934879,2.365965070093488,10.0,0.0
7750.0,1.125,1.2148025923161043,2.3398025923161043,10.0,0.0
7800.0,1.1,1.2136401145652618,2.3136401145652616,10.0,0.0
7850.0,1.075,1.2124776368410912,2.287477636841091,10.0,0.0
7900.0,1.05,1.2113151591437232,2.2613151591437233,10.0,0.0
7950.0,1.025,1.2101526814732884,2.2351526814732883,10.0,0.0
8000.0,1.0,1.2089902038299223,2.2089902038299223,10.0,0.0
8050.0,0.975,1.2078277262137556,2.1828277262137554,10.0,0.0
8100.0,0.9500000000000001,1.2066652486249239,2.156665248624924,10.0,0.0
8150.0,0.925,1.2055027710635624,2.1305027710635622,10.0,0.0
8200.0,0.9,1.2043402935298069,2.104340293529807,10.0,0.0
8250.0,0.875,1.203177816023794,2.078177816023794,10.0,0.0
8300.0,0.85,1.2020153385456611,2.052015338545661,10.0,0.0
8350.0,0.8250000000000001,1.2008528610955471,2.0258528610955473,10.0,0.0
8400.0,0.8,1.1996903836735915,1.9996903836735915,10.0,0.0
8450.0,0.775,1.1985279062799334,1.9735279062799336,10.0,0.0
8500.0,0.75,1.1973654289147144,1.9473654289147144,10.0,0.0
8550.0,0.725,1.1962029515780763,1.9212029515780764,10.0,0.0
8600.0,0.7000000000000001,1.1950404742701626,1.8950404742701625,10.0,0.0
8650.0,0.675,1.193877996991115,1.8688779969911151,10.0,0.0
8700.0,0.65,1.1927155197410801,1.84271551974108,10.0,0.0
8750.0,0.625,1.1915530425202028,1.8165530425202028,10.0,0.0
8800.0,0.6,1.190390565328628,1.7903905653286278,10.0,0.0
8850.0,0.5750000000000001,1.189228088166505,1.764228088166505,10.0,0.0
8900.0,0.55,1.18806561103398,1.73806561103398,10.0,0.0
8950.0,0.525,1.1869031339312028,1.711903133931203,10.0,0.0
9000.0,0.5,1.1857406568583237,1.6857406568583237,10.0,0.0
9050.0,0.47500000000000003,1.1845781798154937,1.6595781798154938,10.0,0.0
9100.0,0.45,1.1834157028028636,1.6334157028028635,10.0,0.0
9150.0,0.425,1.1822532258205871,1.6072532258205872,10.0,0.0
9200.0,0.4,1.1810907488688167,1.5810907488688168,10.0,0.0
9250.0,0.375,1.1799282719477093,1.5549282719477093,10.0,0.0
9300.0,0.35000000000000003,1.1787657950574184,1.5287657950574185,10.0,0.0
9350.0,0.325,1.1776033181981014,1.5026033181981013,10.0,0.0
9400.0,0.3,1.176440841369916,1.476440841369916,10.0,0.0
9450.0,0.275,1.1752783645730205,1.4502783645730206,10.0,0.0
9500.0,0.25,1.1741158878075744,1.4241158878075744,10.0,0.0
9550.0,0.225,1.1729534110737392,1.3979534110737393,10.0,0.0
9600.0,0.2,1.1717909343716755,1.3717909343716754,10.0,0.0
9650.0,0.17500000000000002,1.1706284577015733,1.3456284577015734,10.0,0.0
9700.0,0.15,1.1694659810669372,1.3194659810669371,10.0,0.0
9750.0,0.125,1.1683035047367356,1.2933035047367356,10.0,0.0
9800.0,0.1,1.1671410435442426,1.2671410435442427,10.0,0.0
9850.0,0.075,1.1659791653966558,1.2409791653966558,10.0,0.0
9900.0,0.05,1.164832743382027,1.214832743382027,10.0,0.0
9950.0,0.025,1.1639557443022635,1.1889557443022634,10.0,0.0
10000.0,0.0,1.162485157102346,1.162485157102346,10.0,0.0
