Scenario,Direction,K_mean,K_std,tau_mean,tau_std,T_mean,T_std
upstream_flow,Q_to_h,0.11925845441665299,0.001848329575891129,101.8073283655637,1.2779789083787652,11.063871798987696,6.212008151215667
upstream_flow,h_to_h,0.11346657771394565,0.01036433325371003,68.54530148281009,5.914683688635703,142.7781696181696,37.32018172524889
upstream_flow,Q_to_Q,1.5064924233187365,0.5153299736303552,419.88101331960587,139.4802457429922,96.93765730287208,45.7170773300114
upstream_flow,h_to_Q,1.9623078729152057,0.007579675631751379,101.02783839996084,0.7314090497696698,9.670279273129575,4.473078402355575
downstream_depth,Q_to_h,0.19104521392855675,0.002971060238380793,101.93553084086354,1.113337503930718,9.850281031407226,5.589359812230924
downstream_depth,h_to_h,0.017590851538327863,0.02069470339299338,458.7559449234004,100.67935258625803,40.89031848604301,19.81812967516452
downstream_depth,Q_to_Q,0.32975120822420195,0.8942711744400056,151.44999204158262,71.09022811191512,49.70048272921512,70.10015536583965
downstream_depth,h_to_Q,0.0073360525041627975,0.010150581456579775,449.1428253926279,126.29302876151532,194.0142296368778,218.92888143701146
