Distance_m,Water_Depth_m,Flow_Rate_m3s
0.0,1.2248240881009487,10.0
33.333333333333336,1.2248957400388314,10.039928134860215
66.66666666666667,1.2250804852057178,10.068181909586492
100.0,1.2253976122455768,10.10159936427177
133.33333333333334,1.2258792326519243,10.137630963784915
166.66666666666669,1.2265485629936834,10.172737330214993
200.0,1.227414201804374,10.202528063819937
233.33333333333334,1.2284764778196875,10.230758452490868
266.6666666666667,1.2297333951076417,10.255259970565973
300.0,1.2311744796188233,10.276172083564886
333.33333333333337,1.2327855017585225,10.29409236468788
366.6666666666667,1.2345505239483516,10.309662921648094
400.0,1.2364526057878924,10.32296259959578
433.33333333333337,1.2384732713723046,10.3347352919249
466.6666666666667,1.2405955633567094,10.345496389083007
500.00000000000006,1.2428034716525675,10.355690213523236
533.3333333333334,1.2450824599646615,10.36572689944308
566.6666666666667,1.247419924217073,10.375995496062856
600.0,1.249805404010507,10.386765671691297
633.3333333333334,1.2522303521137603,10.398257544452287
666.6666666666667,1.2546882052867399,10.41063013367798
700.0,1.2571742110315682,10.423981519710651
733.3333333333334,1.2596851964208107,10.43835725458502
766.6666666666667,1.2622193347542687,10.453766802935835
800.0,1.2647759331883368,10.470185938747262
833.3333333333334,1.2673551733662216,10.487566712256744
866.6666666666667,1.2699578906806335,10.505845790928934
900.0000000000001,1.2725853751110618,10.52495097053718
933.3333333333334,1.275239193765171,10.544806228858242
966.6666666666667,1.2779210397711758,10.565336784749725
1000.0000000000001,1.2806326151791807,10.586472372878013
1033.3333333333335,1.2833755389240196,10.608149600184236
1066.6666666666667,1.2861512806484803,10.63031350526487
1100.0,1.2889611180627554,10.652918361733581
1133.3333333333335,1.2918061140159416,10.675927762843433
1166.6666666666667,1.2946871091673424,10.699314280569881
1200.0,1.297604727650703,10.723058755692874
1233.3333333333335,1.3005593921060243,10.747149336098742
1266.6666666666667,1.3035513450592613,10.771580376897756
1300.0,1.306580674141578,10.796351294164786
1333.3333333333335,1.3096473390262622,10.8214654280805
1366.6666666666667,1.31275119825872,10.846928974314082
1400.0,1.3158920346930862,10.87275002035145
1433.3333333333335,1.3190695785956774,10.898937708732433
1466.6666666666667,1.3222835278000473,10.925501538521718
1500.0,1.325533564595767,10.952450808204292
1533.3333333333335,1.328819369281924,10.979794194108198
1566.6666666666667,1.3321406304895342,11.007539453686203
1600.0,1.3354970525184124,11.035693239445147
1633.3333333333335,1.3388883600284736,11.064261007096228
1666.6666666666667,1.3423143004786737,11.093247000610063
1700.0000000000002,1.345774644727966,11.122654297236554
1733.3333333333335,1.3492691862100137,11.152484896500894
1766.6666666666667,1.3527977390692798,11.18273983874263
1800.0000000000002,1.356360135608249,11.213419340684348
1833.3333333333335,1.35995622334901,11.244522937595024
1866.6666666666667,1.3635858619611463,11.276049623697155
1900.0000000000002,1.3672489202553217,11.30799798447951
1933.3333333333335,1.3709452733912681,11.340366316413085
1966.6666666666667,1.3746748004019005,11.373152731175342
2000.0000000000002,1.3784373820934506,11.406355242839716
2033.3333333333335,1.3822328993457254,11.439971837573928
2066.666666666667,1.3860612318072318,11.47400052621588
2100.0,1.3899222569570147,11.5084393806824
2133.3333333333335,1.3938158494883623,11.543286555543062
2166.666666666667,1.397741880958674,11.578540296295362
2200.0,1.4017002196441846,11.614198935949027
2233.3333333333335,1.4056907305373478,11.650260881508089
2266.666666666667,1.4097132754278956,11.686724591870629
2300.0,1.4137677130153274,11.72358854858636
2333.3333333333335,1.4178538990103298,11.760851220855404
2366.666666666667,1.4219716861948446,11.79851102614666
2400.0,1.4261209244247053,11.836566287882405
2433.3333333333335,1.4303014605744542,11.875015191790137
2466.666666666667,1.4345131384405758,11.913855742767424
2500.0,1.4387557986363624,11.953085724433269
2533.3333333333335,1.443029278528183,11.992702663932103
2566.666666666667,1.447333412278289,12.0327038049837
2600.0,1.4516680310723782,12.073086092590714
2633.3333333333335,1.456032963619809,12.113846173170256
2666.666666666667,1.4604280370192653,12.154980414100306
2700.0,1.4648530780813591,12.196484946689509
2733.3333333333335,1.469307915190574,12.238355736307296
2766.666666666667,1.4737923807705835,12.28058868276485
2800.0,1.4783063143879582,12.323179752933607
2833.3333333333335,1.4828495664884427,12.366125145954527
2866.666666666667,1.4874220027067946,12.409421489174541
2900.0,1.4920235086255818,12.453066060121001
2933.3333333333335,1.4966539947813347,12.497057026405528
2966.666666666667,1.5013134016301213,12.541393691500522
3000.0,1.5060017040923457,12.58607672998431
3033.3333333333335,1.5107189152034217,12.631108391306515
3066.666666666667,1.515465088309561,12.676492646667985
3100.0,1.5202403171746643,12.722235249613565
3133.3333333333335,1.5250447333153385,12.76834367786156
3166.666666666667,1.529878499867914,12.814826922280265
3200.0,1.5347418013265584,12.86169508938206
3233.3333333333335,1.5396348285883223,12.90895878689793
3266.666666666667,1.5445577589119657,12.956628268562124
3300.0000000000005,1.5495107306535667,13.004712324801556
3333.3333333333335,1.5544938129916095,13.053216921132346
3366.666666666667,1.5595069713020486,13.102143606017911
3400.0000000000005,1.5645500293865569,13.151487734755642
3433.3333333333335,1.5696226303836234,13.201236585545495
3466.666666666667,1.5747241988852938,13.251367477423122
3500.0000000000005,1.5798539075086078,13.301846035631032
3533.3333333333335,1.5850106518791902,13.352624786804121
3566.666666666667,1.590193038625792,13.403642302006286
3600.0000000000005,1.5953993914909999,13.454823134719183
3633.3333333333335,1.6006277809186082,13.50607882086485
3666.666666666667,1.6058760824064677,13.55731021707774
3700.0000000000005,1.6111420684624123,13.60841144127076
3733.3333333333335,1.6164235379631287,13.65927563604918
