Distance_m,Bed_Elevation_m,Water_Depth_m,Water_Surface_Elevation_m,Flow_Rate_m3s,Flow_Error_pct
0.0,5.0,1.391093443729102,6.391093443729102,10.0,0.0
33.333333333333336,4.983333333333333,1.393040443033288,6.376373776366622,10.0,0.0
66.66666666666667,4.966666666666667,1.3932511978219309,6.359917864488597,10.0,0.0
100.0,4.95,1.3926408203693097,6.34264082036931,10.0,0.0
133.33333333333334,4.933333333333334,1.3918845883831423,6.325217921716476,10.0,0.0
166.66666666666669,4.916666666666667,1.3911110826545001,6.307777749321167,10.0,0.0
200.0,4.9,1.3903361770704492,6.29033617707045,10.0,0.0
233.33333333333334,4.883333333333333,1.389561192775807,6.272894526109139,10.0,0.0
266.6666666666667,4.866666666666667,1.388786205453471,6.255452872120138,10.0,0.0
300.0,4.8500000000000005,1.3880112180601176,6.238011218060118,10.0,0.0
333.33333333333337,4.833333333333333,1.3872362306712847,6.2205695640046175,10.0,0.0
366.6666666666667,4.816666666666667,1.3864612432881305,6.203127909954798,10.0,0.0
400.0,4.8,1.385686255910677,6.185686255910677,10.0,0.0
433.33333333333337,4.783333333333333,1.3849112685389426,6.168244601872276,10.0,0.0
466.6666666666667,4.7666666666666675,1.3841362811729419,6.150802947839609,10.0,0.0
500.00000000000006,4.75,1.3833612938126916,6.133361293812691,10.0,0.0
533.3333333333334,4.733333333333333,1.3825863064582085,6.115919639791542,10.0,0.0
566.6666666666667,4.716666666666667,1.381811319109508,6.098477985776174,10.0,0.0
600.0,4.7,1.3810363317666066,6.081036331766606,10.0,0.0
633.3333333333334,4.683333333333334,1.3802613444295218,6.063594677762856,10.0,0.0
666.6666666666667,4.666666666666667,1.3794863570982685,6.046153023764935,10.0,0.0
700.0,4.65,1.3787113697728641,6.028711369772864,10.0,0.0
733.3333333333334,4.633333333333333,1.3779363824533266,6.01126971578666,10.0,0.0
766.6666666666667,4.616666666666667,1.3771613951396708,5.993828061806338,10.0,0.0
800.0,4.6000000000000005,1.3763864078319141,5.976386407831915,10.0,0.0
833.3333333333334,4.583333333333333,1.3756114205300742,5.958944753863407,10.0,0.0
866.6666666666667,4.566666666666667,1.374836433234166,5.941503099900833,10.0,0.0
900.0000000000001,4.55,1.374061445944208,5.924061445944208,10.0,0.0
933.3333333333334,4.533333333333333,1.3732864586602167,5.90661979199355,10.0,0.0
966.6666666666667,4.5166666666666675,1.372511471382209,5.889178138048877,10.0,0.0
1000.0000000000001,4.5,1.3717364841102024,5.871736484110203,10.0,0.0
1033.3333333333335,4.483333333333333,1.3709614968442132,5.854294830177547,10.0,0.0
1066.6666666666667,4.466666666666667,1.3701865095842602,5.836853176250927,10.0,0.0
1100.0,4.45,1.3694115223303596,5.81941152233036,10.0,0.0
1133.3333333333335,4.433333333333333,1.3686365350825287,5.801969868415862,10.0,0.0
1166.6666666666667,4.416666666666667,1.3678615478407858,5.784528214507453,10.0,0.0
1200.0,4.4,1.3670865606051477,5.767086560605148,10.0,0.0
1233.3333333333335,4.383333333333333,1.366311573375631,5.749644906708964,10.0,0.0
1266.6666666666667,4.366666666666667,1.3655365861522553,5.732203252818922,10.0,0.0
1300.0,4.3500000000000005,1.364761598935037,5.714761598935038,10.0,0.0
1333.3333333333335,4.333333333333333,1.3639866117239938,5.697319945057327,10.0,0.0
1366.6666666666667,4.316666666666667,1.3632116245191443,5.679878291185812,10.0,0.0
1400.0,4.3,1.3624366373205055,5.662436637320505,10.0,0.0
1433.3333333333335,4.283333333333333,1.3616616501280947,5.644994983461428,10.0,0.0
1466.6666666666667,4.2666666666666675,1.360886662941932,5.6275533296086,10.0,0.0
1500.0,4.25,1.360111675762034,5.610111675762034,10.0,0.0
1533.3333333333335,4.233333333333333,1.3593366885884195,5.592670021921753,10.0,0.0
1566.6666666666667,4.216666666666667,1.358561701421105,5.575228368087772,10.0,0.0
1600.0,4.2,1.357786714260111,5.557786714260111,10.0,0.0
1633.3333333333335,4.183333333333333,1.3570117271054543,5.540345060438787,10.0,0.0
1666.6666666666667,4.166666666666667,1.356236739957154,5.522903406623821,10.0,0.0
1700.0000000000002,4.15,1.355461752815227,5.505461752815227,10.0,0.0
1733.3333333333335,4.133333333333333,1.354686765679695,5.488020099013028,10.0,0.0
1766.6666666666667,4.116666666666667,1.353911778550573,5.470578445217241,10.0,0.0
1800.0000000000002,4.1,1.3531367914278816,5.453136791427881,10.0,0.0
1833.3333333333335,4.083333333333333,1.3523618043116397,5.435695137644973,10.0,0.0
1866.6666666666667,4.066666666666666,1.3515868172018646,5.418253483868531,10.0,0.0
1900.0000000000002,4.05,1.3508118300985767,5.400811830098577,10.0,0.0
1933.3333333333335,4.033333333333333,1.3500368430017935,5.383370176335127,10.0,0.0
1966.6666666666667,4.016666666666667,1.3492618559115352,5.365928522578201,10.0,0.0
2000.0000000000002,4.0,1.3484868688278202,5.34848686882782,10.0,0.0
2033.3333333333335,3.983333333333333,1.347711881750668,5.331045215084001,10.0,0.0
2066.666666666667,3.966666666666667,1.3469368946800975,5.313603561346764,10.0,0.0
2100.0,3.95,1.3461619076161266,5.296161907616127,10.0,0.0
2133.3333333333335,3.933333333333333,1.3453869205587767,5.27872025389211,10.0,0.0
2166.666666666667,3.9166666666666665,1.3446119335080664,5.261278600174733,10.0,0.0
2200.0,3.9,1.3438369464640145,5.243836946464015,10.0,0.0
2233.3333333333335,3.8833333333333333,1.3430619594266417,5.226395292759975,10.0,0.0
2266.666666666667,3.8666666666666667,1.342286972395967,5.208953639062633,10.0,0.0
2300.0,3.85,1.3415119853720097,5.19151198537201,10.0,0.0
2333.3333333333335,3.833333333333333,1.3407369983547892,5.174070331688123,10.0,0.0
2366.666666666667,3.8166666666666664,1.3399620113443267,5.156628678010993,10.0,0.0
2400.0,3.8000000000000003,1.339187024340641,5.139187024340641,10.0,0.0
2433.3333333333335,3.783333333333333,1.338412037343752,5.121745370677085,10.0,0.0
2466.666666666667,3.7666666666666666,1.33763705035368,5.104303717020347,10.0,0.0
2500.0,3.75,1.336862063370446,5.086862063370446,10.0,0.0
2533.3333333333335,3.733333333333333,1.336087076394069,5.069420409727402,10.0,0.0
2566.666666666667,3.716666666666667,1.3353120894245691,5.051978756091236,10.0,0.0
2600.0,3.7,1.334537102461967,5.034537102461967,10.0,0.0
2633.3333333333335,3.683333333333333,1.3337621155062827,5.017095448839616,10.0,0.0
2666.666666666667,3.6666666666666665,1.3329871285575379,4.999653795224204,10.0,0.0
2700.0,3.65,1.3322121416157513,4.982212141615751,10.0,0.0
2733.3333333333335,3.6333333333333333,1.3314371546809443,4.964770488014278,10.0,0.0
2766.666666666667,3.6166666666666667,1.3306621677531376,4.947328834419804,10.0,0.0
2800.0,3.6,1.3298871808323527,4.9298871808323526,10.0,0.0
2833.3333333333335,3.583333333333333,1.329112193918609,4.912445527251942,10.0,0.0
